option_id,ticker,expiration_date,strike,option_type,delta,implied_volatility,last_price,dte,suggested_strategy,expected_return,decision_date
24524,AAPL,2025-09-19,255.0,call,0.12834475142803642,0.299811689453125,196.97999572753906,147.0793994097039,Buy Premium - Long Call/Put,0.0006515623627363751,2025-04-24
382780,AAPL,2026-06-18,185.0,put,-0.32602847069678725,0.29990324127197265,193.16000366210938,420.0743426620029,Buy Premium - Long Call/Put,0.0016878673872211239,2025-04-23
382854,AAPL,2026-12-18,280.0,call,0.2806894295682846,0.29999479309082033,193.16000366210938,603.0743426620029,Buy Premium - Long Call/Put,0.0014531446689102809,2025-04-23
289370,AAPL,2027-01-15,280.0,call,0.28078663447405533,0.2999337585449219,190.91000366210938,631.0743426620029,Buy Premium - Long Call/Put,0.0014707801010313641,2025-04-23
103061,AAPL,2027-01-15,170.0,put,-0.2233074151788596,0.29990324127197265,196.97999572753906,630.0793994097039,Buy Premium - Long Call/Put,0.001133655295067304,2025-04-24
111362,AMZN,2025-09-19,200.0,put,-0.7142949354372014,0.2993844476318359,172.61000061035156,147.0793994097039,Buy Premium - Long Call/Put,0.004138201337763998,2025-04-24
297897,AMZN,2025-10-17,195.0,put,-0.7148841772871548,0.299811689453125,165.75,176.0743426620029,Buy Premium - Long Call/Put,0.004313026710631401,2025-04-23
392309,AMZN,2027-06-17,165.0,put,-0.3211818775452275,0.299811689453125,167.32000732421875,784.0743426620029,Buy Premium - Long Call/Put,0.0019195664803125906,2025-04-23
112264,AMZN,2027-06-17,155.0,put,-0.2490451384015313,0.29978117218017575,172.61000061035156,783.0793994097039,Buy Premium - Long Call/Put,0.0014428198686107637,2025-04-24
112365,AMZN,2027-12-17,155.0,put,-0.24146945472041864,0.2988961712646484,172.61000061035156,966.0793994097039,Buy Premium - Long Call/Put,0.0013989308491198598,2025-04-24
136289,BABA,2027-01-15,155.0,put,-0.699270711193305,0.29337254486083975,108.87000274658203,630.0793994097039,Buy Premium - Long Call/Put,0.006422987908074234,2025-04-24
136370,BABA,2027-06-17,190.0,put,-0.7969641743091913,0.2993844476318359,108.87000274658203,783.0793994097039,Buy Premium - Long Call/Put,0.007320328411897757,2025-04-24
229925,BABA,2027-06-17,185.0,put,-0.7875000895555629,0.29779754943847647,108.0199966430664,783.0793994097039,Buy Premium - Long Call/Put,0.00729031766366113,2025-04-24
509496,BABA,2027-06-17,185.0,put,-0.7389079509663891,0.29727875579833973,115.87999725341797,784.0743426620029,Buy Premium - Long Call/Put,0.006376492651708226,2025-04-23
417129,BABA,2027-06-17,185.0,put,-0.7778798044964504,0.2948373739624023,110.1500015258789,784.0743426620029,Buy Premium - Long Call/Put,0.0070620044822577105,2025-04-23
452434,EEM,2025-05-16,41.0,call,0.7106140849878252,0.299811689453125,42.540000915527344,21.07939940970391,Buy Premium - Long Call/Put,0.016704609066626675,2025-04-24
360069,EEM,2025-05-16,42.0,call,0.5198130133787658,0.29883513671874995,41.90999984741211,22.07434266200289,Buy Premium - Long Call/Put,0.012403078388721676,2025-04-23
452575,EEM,2025-06-20,37.0,put,-0.10097901230559536,0.299811689453125,42.540000915527344,57.07434266200289,Buy Premium - Long Call/Put,0.002373742598316152,2025-04-23
266606,EEM,2025-06-20,37.0,put,-0.1352582753124824,0.29932341308593746,41.685001373291016,57.07434266200289,Buy Premium - Long Call/Put,0.0032447708014026106,2025-04-23
173388,EEM,2027-01-15,40.0,put,-0.30635457572069263,0.2995065167236328,41.904998779296875,630.0793994097039,Buy Premium - Long Call/Put,0.007310692868270571,2025-04-24
455200,EWZ,2025-05-16,27.0,call,0.3136339986633597,0.299811689453125,25.860000610351562,21.07939940970391,Buy Premium - Long Call/Put,0.012128151247522184,2025-04-24
455350,EWZ,2025-09-19,34.0,call,0.10842140640792675,0.299811689453125,25.860000610351562,148.0743426620029,Buy Premium - Long Call/Put,0.004192629692534751,2025-04-23
175872,EWZ,2025-12-31,30.0,call,0.3264519621951869,0.299811689453125,25.209999084472656,250.0793994097039,Buy Premium - Long Call/Put,0.012949304801690978,2025-04-24
176009,EWZ,2026-12-18,30.0,call,0.47170107885830515,0.2995675512695312,25.209999084472656,602.0793994097039,Buy Premium - Long Call/Put,0.018710872510456982,2025-04-24
455577,EWZ,2026-12-18,27.0,call,0.6054418909774474,0.29944548217773437,25.860000610351562,603.0743426620029,Buy Premium - Long Call/Put,0.02341229221530233,2025-04-23
272873,FXI,2025-09-30,34.0,put,-0.5326461515351918,0.29932341308593746,32.165000915527344,159.0743426620029,Buy Premium - Long Call/Put,0.01655980526579317,2025-04-23
179305,FXI,2025-11-21,33.0,put,-0.4471345604249392,0.299811689453125,32.30500030517578,210.0793994097039,Buy Premium - Long Call/Put,0.013841032539885197,2025-04-24
179306,FXI,2025-11-21,34.0,put,-0.49907872117110025,0.2990792749023437,32.30500030517578,210.0793994097039,Buy Premium - Long Call/Put,0.015448961970482934,2025-04-24
366598,FXI,2025-12-31,35.0,put,-0.5235226073700395,0.2999337585449219,32.43000030517578,251.0743426620029,Buy Premium - Long Call/Put,0.01614315764549919,2025-04-23
179574,FXI,2026-04-17,32.0,put,-0.3726144026126076,0.29895720581054686,32.30500030517578,357.0793994097039,Buy Premium - Long Call/Put,0.011534264017725726,2025-04-24
454245,GDX,2027-12-17,40.0,put,-0.17204532681972584,0.2999337585449219,50.22999954223633,967.0743426620029,Buy Premium - Long Call/Put,0.0034251508737335352,2025-04-23
174674,GDX,2027-12-17,40.0,put,-0.15269823822509343,0.29614961669921874,52.029998779296875,966.0793994097039,Buy Premium - Long Call/Put,0.002934811489671862,2025-04-24
454249,GDX,2027-12-17,45.0,put,-0.23916747192586818,0.2947458221435546,50.22999954223633,967.0743426620029,Buy Premium - Long Call/Put,0.00476144682670686,2025-04-23
454248,GDX,2027-12-17,44.0,put,-0.22483987593216842,0.29456271850585936,50.22999954223633,967.0743426620029,Buy Premium - Long Call/Put,0.004476207007390273,2025-04-23
454254,GDX,2027-12-17,50.0,put,-0.31210339337223014,0.28864236755371087,50.22999954223633,967.0743426620029,Buy Premium - Long Call/Put,0.00621348588924026,2025-04-23
444427,GLD,2025-05-23,295.0,call,0.756367839219676,0.29968962036132807,311.1099853515625,29.07434266200289,Buy Premium - Long Call/Put,0.002431191137645294,2025-04-23
164819,GLD,2025-05-23,301.0,call,0.7309313057550952,0.2995065167236328,315.44000244140625,28.07939940970391,Buy Premium - Long Call/Put,0.0023171801296535542,2025-04-24
165007,GLD,2025-05-30,360.0,call,0.10518900652072444,0.29968962036132807,315.44000244140625,35.07939940970391,Buy Premium - Long Call/Put,0.0003334675554989686,2025-04-24
444768,GLD,2025-06-20,286.0,call,0.7930492146339865,0.2996285858154296,311.1099853515625,57.07434266200289,Buy Premium - Long Call/Put,0.002549095985260068,2025-04-23
73086,GLD,2025-06-30,281.0,call,0.7793448290316178,0.29999479309082033,306.1199951171875,66.07939940970391,Buy Premium - Long Call/Put,0.002545880182486193,2025-04-24
123073,GOOGL,2025-12-19,170.0,put,-0.5937000981390022,0.2996285858154296,151.16000366210938,238.0793994097039,Buy Premium - Long Call/Put,0.003927626910264639,2025-04-24
